Timestamp,Order_ID,Product_Category,Region,Assigned_Facility,Production_Line,Forecasted_Demand,Actual_Order_Qty,Workforce_Required,Workforce_Deployed,Schedule_Status,Operator_Override_Flag,Machine_Temperature_C,Machine_Vibration_Hz,Predicted_Time_To_Failure_Hrs,Machine_OEE_Pct,Raw_Material_Inventory_Units,Inventory_Threshold,Procurement_Action,Live_Supplier_Quote_USD,Grid_Pricing_Period,Energy_Consumed_kWh,Carbon_Emissions_kg,Carbon_Cost_Penalty_USD
2024-12-25 06:00:00,ORD-104311,Galaxy A Smartphone,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),4646,4646,150,150,On-Time,0,74.53073354074701,47.317757661844304,368.2643472311083,88.39155159912157,124878,20000,None,0.0,Off-Peak,2323,929.2,0.0
2024-12-25 08:00:00,ORD-104312,Galaxy A Smartphone,Africa,Foxconn (Taiwan) - Partner Overflow,Line 3 (Heavy Duty),4663,4663,150,150,On-Time,0,75.10712612633054,47.88444734653325,337.811680755457,94.42385043565528,120215,20000,None,0.0,Off-Peak,2331,932.4000000000001,0.0
2024-12-25 10:00:00,ORD-104313,Galaxy Tab,Africa,Noida Plant (India) - Primary,Line 2 (Standard),483,483,80,80,On-Time,0,77.26574859447108,48.47566861418745,351.4366883743861,97.68532609179812,61283,20000,None,0.0,Off-Peak,241,96.4,0.0
2024-12-25 12:00:00,ORD-104314,Galaxy S Smartphone,Australia/NZ,Noida Plant (India) - Primary,Line 2 (Standard),4848,4848,150,150,On-Time,0,75.02936059653746,49.563873309295374,391.52896256015964,97.86679476767925,65660,20000,None,0.0,Off-Peak,2424,969.6,0.0
2024-12-25 14:00:00,ORD-104315,Neo QLED TV,Africa,Noida Plant (India) - Primary,Line 2 (Standard),1025,1537,80,80,Rerouted,0,73.41247373848603,50.60795919131527,475.98186068378686,88.66024677232065,50263,20000,None,0.0,Peak,768,307.20000000000005,115.2
2024-12-25 16:00:00,ORD-104316,Neo QLED TV,Middle East,Noida Plant (India) - Primary,Line 2 (Standard),876,876,80,80,On-Time,0,77.78560989807309,50.12643151526647,463.8265131340503,92.16696496421444,49387,20000,None,0.0,Peak,438,175.20000000000002,65.7
2024-12-25 18:00:00,ORD-104317,Neo QLED TV,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1043,1043,80,80,On-Time,0,76.38009111926353,45.65500691892412,419.4681397284455,95.83281282937922,48344,20000,None,0.0,Peak,521,208.4,78.15
2024-12-25 20:00:00,ORD-104318,Galaxy Tab,Malaysia (SEA),Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1232,1232,80,80,On-Time,0,75.9587760289206,51.88455415446693,303.41768948324074,94.16420923409761,60051,20000,None,0.0,Peak,616,246.4,92.4
2024-12-25 22:00:00,ORD-104319,Galaxy S Smartphone,USA,Foxconn (Taiwan) - Partner Overflow,Line 2 (Standard),5192,5192,150,150,On-Time,0,73.49932833754336,49.77302485105201,481.3816794635004,93.48902770799798,60468,20000,None,0.0,Off-Peak,2596,1038.4,0.0
2024-12-26 00:00:00,ORD-104320,Bespoke Refrigerator,Middle East,Noida Plant (India) - Primary,Line 2 (Standard),1118,1118,80,80,On-Time,0,75.03299609334516,47.48343052673054,333.2896014070036,92.9664472538401,120208,20000,None,0.0,Off-Peak,2795,1118.0,0.0
2024-12-26 02:00:00,ORD-104321,Galaxy S Smartphone,Malaysia (SEA),Gumi (Korea) - Primary,Line 1 (High Speed),5038,5038,150,150,On-Time,0,77.62613379255907,45.98482146880076,410.9623917272161,88.15595224651511,55430,20000,None,0.0,Off-Peak,2519,1007.6,0.0
2024-12-26 04:00:00,ORD-104322,Galaxy S Smartphone,Middle East,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),4937,4937,150,150,On-Time,0,74.40605035363653,52.51083913317433,462.45306701413386,97.18805765510912,50493,20000,None,0.0,Off-Peak,2468,987.2,0.0
2024-12-26 06:00:00,ORD-104323,Bespoke Refrigerator,Australia/NZ,Gumi (Korea) - Primary,Line 1 (High Speed),959,959,80,80,On-Time,0,77.65406499022968,52.81693562347465,356.47696467274704,92.02645722021094,119249,20000,None,0.0,Off-Peak,2397,958.8000000000001,0.0
2024-12-26 08:00:00,ORD-104324,Galaxy S Smartphone,Malaysia (SEA),Queretaro (Mexico) - Partner,Line 2 (Standard),5154,5154,150,150,On-Time,0,70.84782072877,44.052895803759334,457.54396987344626,88.09583658066443,45339,20000,None,0.0,Off-Peak,2577,1030.8,0.0
2024-12-26 10:00:00,ORD-104325,Neo QLED TV,China,Noida Plant (India) - Primary,Line 1 (High Speed),719,719,80,80,On-Time,0,78.5453314550867,47.097581459112206,470.4034129924817,88.91137796084399,47625,20000,None,0.0,Off-Peak,359,143.6,0.0
2024-12-26 12:00:00,ORD-104326,Neo QLED TV,Japan,Noida Plant (India) - Primary,Line 3 (Heavy Duty),1417,1417,80,80,On-Time,0,74.58551065999765,47.345717044414066,372.8584822006794,96.13004035479804,46208,20000,None,0.0,Off-Peak,708,283.2,0.0
2024-12-26 14:00:00,ORD-104327,Galaxy S Smartphone,Japan,Noida Plant (India) - Primary,Line 2 (Standard),5089,5089,150,150,On-Time,0,76.69922501769149,49.071507618587134,353.68908783356335,89.24218464245708,40250,20000,None,0.0,Peak,2544,1017.6,381.6
2024-12-26 16:00:00,ORD-104328,Galaxy S Smartphone,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),4818,7227,150,150,Rerouted,0,75.95226304425503,48.887214956561685,483.315202680992,88.8038351569859,33023,20000,None,0.0,Peak,3613,1445.2,541.95
2024-12-26 18:00:00,ORD-104329,Galaxy S Smartphone,China,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),4646,4646,150,150,On-Time,0,77.91615377133978,50.2771326990117,444.5105656162967,89.9882902967088,28377,20000,None,0.0,Peak,2323,929.2,348.45
2024-12-26 20:00:00,ORD-104330,Galaxy Tab,USA,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),1330,1330,80,80,On-Time,0,77.50215920977504,49.64403971203049,366.25473325626757,88.98825092670235,58721,20000,None,0.0,Peak,665,266.0,99.75
2024-12-26 22:00:00,ORD-104331,Galaxy A Smartphone,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),4626,4626,150,150,On-Time,0,72.01960966020638,45.38870598193782,468.2331400308367,96.43163814560056,115589,20000,None,0.0,Off-Peak,2313,925.2,0.0
2024-12-27 00:00:00,ORD-104332,Galaxy S Smartphone,Africa,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5253,5253,150,150,On-Time,0,74.99951276878457,48.45068176820756,419.7238763797714,96.43492796271148,23124,20000,None,0.0,Off-Peak,2626,1050.4,0.0
2024-12-27 02:00:00,ORD-104333,Bespoke Refrigerator,India,Noida Plant (India) - Primary,Line 2 (Standard),843,843,80,80,On-Time,0,77.90386300393739,51.348560361427936,310.29700075330646,97.2788624077512,118406,20000,None,0.0,Off-Peak,2107,842.8000000000001,0.0
2024-12-27 04:00:00,ORD-104334,Neo QLED TV,Korea,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),1251,1251,80,72,Delayed,0,75.19212465654549,51.76678925911165,339.59222608038465,89.44720544452767,44957,20000,None,0.0,Off-Peak,625,250.0,0.0
2024-12-27 06:00:00,ORD-104335,Neo QLED TV,Korea,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),730,730,80,80,On-Time,0,75.78729006391065,45.60640487429015,377.0722106505968,96.83257811094435,44227,20000,None,0.0,Off-Peak,365,146.0,0.0
2024-12-27 08:00:00,ORD-104336,Galaxy A Smartphone,Africa,Gumi (Korea) - Primary,Line 2 (Standard),5148,5148,150,150,On-Time,0,76.3571624382708,45.39030297411918,378.1914929501466,88.806668247832,110441,20000,None,0.0,Off-Peak,2574,1029.6000000000001,0.0
2024-12-27 10:00:00,ORD-104337,Galaxy Tab,India,Noida Plant (India) - Primary,Line 1 (High Speed),878,878,80,80,On-Time,0,75.9673602966551,47.93070535856091,474.3963708708338,93.63224391452513,57843,20000,None,0.0,Off-Peak,439,175.60000000000002,0.0
2024-12-27 12:00:00,ORD-104338,Galaxy Tab,China,Foxconn (Taiwan) - Partner Overflow,Line 1 (High Speed),981,981,80,80,On-Time,0,73.63881938067054,52.683349464101,368.30398864537955,94.43350988269698,56862,20000,None,0.0,Off-Peak,490,196.0,0.0
2024-12-27 14:00:00,ORD-104339,Galaxy A Smartphone,Europe,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),4781,7171,150,150,Rerouted,0,73.70833568381231,49.9367557424973,396.1869660947371,97.19303011948638,103270,20000,None,0.0,Peak,3585,1434.0,537.75
2024-12-27 16:00:00,ORD-104340,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 1 (High Speed),5003,5003,150,150,On-Time,0,73.57365211527991,43.63461026592412,456.73236333209957,97.21159160507936,18121,20000,Auto-Ordered via API,5.09,Peak,2501,1000.4000000000001,375.15
2024-12-27 18:00:00,ORD-104341,EcoBubble Washing Machine,Middle East,Noida Plant (India) - Primary,Line 1 (High Speed),947,947,80,72,Delayed,0,75.39245577331398,52.20305020498257,437.1242576548349,89.6993879459246,68204,20000,None,0.0,Peak,2367,946.8000000000001,355.05
2024-12-27 20:00:00,ORD-104342,Galaxy Tab,Japan,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),791,791,80,80,On-Time,0,72.88644799250889,49.910190073041036,396.5230275718424,89.25328334826507,56071,20000,None,0.0,Peak,395,158.0,59.25
2024-12-27 22:00:00,ORD-104343,Galaxy A Smartphone,Africa,Noida Plant (India) - Primary,Line 3 (Heavy Duty),4883,4883,150,150,On-Time,0,75.77806554094532,46.63237048789157,311.3019374580101,91.69777530009472,98387,20000,None,0.0,Off-Peak,2441,976.4000000000001,0.0
2024-12-28 00:00:00,ORD-104344,Galaxy Tab,India,Noida Plant (India) - Primary,Line 3 (Heavy Duty),1145,1145,80,80,On-Time,0,76.65715802461604,54.08260629660169,422.47582085975625,91.47171269524176,54926,20000,None,0.0,Off-Peak,572,228.8,0.0
2024-12-28 02:00:00,ORD-104345,Galaxy Tab,Middle East,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),856,856,80,64,Delayed,0,76.93625769582738,51.16765001467385,381.64625139268907,90.69571623204763,54070,20000,None,0.0,Off-Peak,428,171.20000000000002,0.0
2024-12-28 04:00:00,ORD-104346,Galaxy A Smartphone,India,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),5153,5153,150,135,Delayed,0,75.6489099034748,55.31225808698831,355.7028678757745,93.56119196944756,93234,20000,None,0.0,Off-Peak,2576,1030.4,0.0
2024-12-28 06:00:00,ORD-104347,Galaxy S Smartphone,Australia/NZ,Foxconn (Taiwan) - Partner Overflow,Line 2 (Standard),4503,4503,150,135,Delayed,0,74.21862238878889,52.028521640863445,407.71578354229814,96.1591193881927,163618,20000,None,0.0,Off-Peak,2251,900.4000000000001,0.0
2024-12-28 08:00:00,ORD-104348,EcoBubble Washing Machine,Japan,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),1201,1201,80,72,Delayed,0,75.48824235741529,50.518276162738246,428.42958906764477,94.38310466055111,67003,20000,None,0.0,Off-Peak,3002,1200.8,0.0
2024-12-28 10:00:00,ORD-104349,Galaxy S Smartphone,Japan,Foxconn (Taiwan) - Partner Overflow,Line 3 (Heavy Duty),4768,4768,150,150,On-Time,0,74.49045279701762,49.8792181872813,388.22867830488667,94.26174186997919,158850,20000,None,0.0,Off-Peak,2384,953.6,0.0
2024-12-28 12:00:00,ORD-104350,Neo QLED TV,Korea,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),624,624,80,80,On-Time,0,75.35243672112281,50.06097314219509,476.63764557190234,89.09991994014818,43603,20000,None,0.0,Off-Peak,312,124.80000000000001,0.0
2024-12-28 14:00:00,ORD-104351,Galaxy S Smartphone,Australia/NZ,Queretaro (Mexico) - Partner,Line 2 (Standard),5038,5038,150,150,On-Time,0,72.90403661538306,46.29265908785941,311.4286034884235,90.88489703257498,153812,20000,None,0.0,Peak,2519,1007.6,377.85
2024-12-28 16:00:00,ORD-104352,EcoBubble Washing Machine,Malaysia (SEA),Noida Plant (India) - Primary,Line 1 (High Speed),1075,1075,80,80,On-Time,0,75.19020584836812,52.29076538784175,327.81622703781983,97.75306620141157,65928,20000,None,0.0,Peak,2687,1074.8,403.05
2024-12-28 18:00:00,ORD-104353,EcoBubble Washing Machine,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1142,1713,80,80,Rerouted,0,76.90257477328171,48.87110347643234,423.46845672406465,95.02224406579774,64215,20000,None,0.0,Peak,4282,1712.8000000000002,642.3
2024-12-28 20:00:00,ORD-104354,Galaxy A Smartphone,Malaysia (SEA),Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5125,5125,150,150,On-Time,0,72.85707058392812,49.07732507223278,495.4036613305558,97.1926214345983,88109,20000,None,0.0,Peak,2562,1024.8,384.3
2024-12-28 22:00:00,ORD-104355,Bespoke Refrigerator,USA,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),1072,1072,80,80,On-Time,0,74.7121972900588,53.31980392006156,396.6293771942037,89.93930451754369,117334,20000,None,0.0,Off-Peak,2680,1072.0,0.0
2024-12-29 00:00:00,ORD-104356,Galaxy S Smartphone,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),4778,4778,150,150,On-Time,0,74.13255176060527,45.82094140180977,431.30655219664595,97.53075535350145,149034,20000,None,0.0,Off-Peak,2389,955.6,0.0
2024-12-29 02:00:00,ORD-104357,Galaxy A Smartphone,China,Foxconn (Taiwan) - Partner Overflow,Line 1 (High Speed),5169,5169,150,135,Delayed,0,74.7243561930038,53.78115486133246,335.28257526894436,95.10141048404704,82940,20000,None,0.0,Off-Peak,2584,1033.6000000000001,0.0
2024-12-29 04:00:00,ORD-104358,Galaxy Tab,Japan,Queretaro (Mexico) - Partner,Line 3 (Heavy Duty),1020,1020,80,80,On-Time,0,72.37383771317899,47.52174671142633,316.555001942827,93.77047027989127,53050,20000,None,0.0,Off-Peak,510,204.0,0.0
2024-12-29 06:00:00,ORD-104359,Galaxy A Smartphone,India,Noida Plant (India) - Primary,Line 1 (High Speed),4992,4992,150,150,On-Time,0,71.92729623105862,47.538500571366356,466.8670718034733,92.17671335296485,77948,20000,None,0.0,Off-Peak,2496,998.4000000000001,0.0
2024-12-29 08:00:00,ORD-104360,Neo QLED TV,Korea,Noida Plant (India) - Primary,Line 2 (Standard),1060,1060,80,80,On-Time,0,74.05433005859015,49.2760798058975,396.6743760993241,96.07509377011091,42543,20000,None,0.0,Off-Peak,530,212.0,0.0
2024-12-29 10:00:00,ORD-104361,Galaxy S Smartphone,China,Noida Plant (India) - Primary,Line 1 (High Speed),4956,4956,150,150,On-Time,0,79.26343224135182,45.825376220398695,334.492881818988,96.74267753522363,144078,20000,None,0.0,Off-Peak,2478,991.2,0.0
2024-12-29 12:00:00,ORD-104362,EcoBubble Washing Machine,India,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),830,830,80,80,On-Time,0,72.52515279867085,51.43653022401608,338.1014264230886,95.02095071810567,63385,20000,None,0.0,Off-Peak,2075,830.0,0.0
2024-12-29 14:00:00,ORD-104363,Galaxy A Smartphone,China,Gumi (Korea) - Primary,Line 3 (Heavy Duty),5264,5264,150,150,On-Time,0,75.05152728484894,52.383223923651876,370.85798315661987,92.20600656818368,72684,20000,None,0.0,Peak,2632,1052.8,394.8
2024-12-29 16:00:00,ORD-104364,Neo QLED TV,Europe,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),692,692,80,80,On-Time,0,75.04683624222199,50.50168962438092,433.2667053037461,93.65977655813869,41851,20000,None,0.0,Peak,346,138.4,51.9
2024-12-29 18:00:00,ORD-104365,Galaxy S Smartphone,China,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5343,5343,150,150,On-Time,0,76.44372775882692,47.25353165106777,448.1752666968628,94.98119496284882,138735,20000,None,0.0,Peak,2671,1068.4,400.65
2024-12-29 20:00:00,ORD-104366,Galaxy S Smartphone,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),4733,4733,150,150,On-Time,0,70.32605843450605,44.51599670818543,401.8200297284471,89.15722988982581,134002,20000,None,0.0,Peak,2366,946.4000000000001,354.9
2024-12-29 22:00:00,ORD-104367,EcoBubble Washing Machine,Middle East,Noida Plant (India) - Primary,Line 3 (Heavy Duty),846,846,80,80,On-Time,0,71.2185132604039,49.113118692947744,372.0600977631364,96.85205293618424,62539,20000,None,0.0,Off-Peak,2115,846.0,0.0
2024-12-30 00:00:00,ORD-104368,Galaxy A Smartphone,Africa,Foxconn (Taiwan) - Partner Overflow,Line 3 (Heavy Duty),5201,5201,150,150,On-Time,0,70.50202469065027,56.303322844924665,427.27781949740364,91.14325242706131,67483,20000,None,0.0,Off-Peak,2600,1040.0,0.0
2024-12-30 02:00:00,ORD-104369,Bespoke Refrigerator,Korea,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),954,954,80,80,On-Time,0,74.85354969154304,47.79728117228964,329.21574791903566,93.54490735547496,116380,20000,None,0.0,Off-Peak,2385,954.0,0.0
2024-12-30 04:00:00,ORD-104370,Neo QLED TV,USA,Queretaro (Mexico) - Partner,Line 1 (High Speed),1154,1154,80,80,On-Time,0,74.3772673205604,57.55290961804906,493.06798723452795,97.51624389045048,40697,20000,None,0.0,Off-Peak,577,230.8,0.0
2024-12-30 06:00:00,ORD-104371,Bespoke Refrigerator,Australia/NZ,Gumi (Korea) - Primary,Line 1 (High Speed),1214,1214,80,80,On-Time,0,80.73642219215054,52.980241472232315,467.30919749180225,91.94517529103011,115166,20000,None,0.0,Off-Peak,3035,1214.0,0.0
2024-12-30 08:00:00,ORD-104372,Galaxy A Smartphone,India,Foxconn (Taiwan) - Partner Overflow,Line 2 (Standard),4881,4881,150,120,Delayed,0,73.87945037731032,46.12324951481091,369.57471877562335,96.39886947449267,62602,20000,None,0.0,Off-Peak,2440,976.0,0.0
2024-12-30 10:00:00,ORD-104373,Galaxy S Smartphone,Japan,Queretaro (Mexico) - Partner,Line 1 (High Speed),5186,5186,150,150,On-Time,0,72.31070436381901,51.400831041739025,315.64908411910346,88.719016613052,128816,20000,None,0.0,Off-Peak,2593,1037.2,0.0
2024-12-30 12:00:00,ORD-104374,Galaxy Tab,Korea,Foxconn (Taiwan) - Partner Overflow,Line 1 (High Speed),919,919,80,80,On-Time,0,72.90064154690134,49.26760985459563,414.87139060384305,91.0669406102301,52131,20000,None,0.0,Off-Peak,459,183.60000000000002,0.0
2024-12-30 14:00:00,ORD-104375,Galaxy A Smartphone,Middle East,Noida Plant (India) - Primary,Line 1 (High Speed),4917,4917,150,150,On-Time,0,74.44106262696147,53.438813586184914,447.1734791073368,90.23141907503941,57685,20000,None,0.0,Peak,2458,983.2,368.7
2024-12-30 16:00:00,ORD-104376,Galaxy A Smartphone,USA,Foxconn (Taiwan) - Partner Overflow,Line 3 (Heavy Duty),5216,5216,150,150,On-Time,0,75.55513864043621,44.4146714486123,392.07436704800716,92.1567547693102,52469,20000,None,0.0,Peak,2608,1043.2,391.2
2024-12-30 18:00:00,ORD-104377,Galaxy A Smartphone,USA,Noida Plant (India) - Primary,Line 2 (Standard),5148,5148,150,150,On-Time,0,73.26585478060116,47.396785452998344,360.7301896148696,96.79119865237486,47321,20000,None,0.0,Peak,2574,1029.6000000000001,386.1
2024-12-30 20:00:00,ORD-104378,Bespoke Refrigerator,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),834,834,80,72,Delayed,0,73.90631458155929,48.28896052051249,318.80799888121476,92.92390616012361,114332,20000,None,0.0,Peak,2085,834.0,312.75
2024-12-30 22:00:00,ORD-104379,Neo QLED TV,USA,Foxconn (Taiwan) - Partner Overflow,Line 3 (Heavy Duty),1078,1078,80,80,On-Time,0,75.44916522551469,51.51594862746539,492.25338915838154,95.98074432198123,39619,20000,None,0.0,Off-Peak,539,215.60000000000002,0.0
2024-12-31 00:00:00,ORD-104380,Galaxy S Smartphone,Australia/NZ,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5032,5032,150,150,On-Time,0,77.67690187370776,47.63328395486335,344.02033139831525,96.34568751529419,123784,20000,None,0.0,Off-Peak,2516,1006.4000000000001,0.0
2024-12-31 02:00:00,ORD-104381,Galaxy A Smartphone,USA,Foxconn (Taiwan) - Partner Overflow,Line 2 (Standard),4901,4901,150,150,On-Time,0,77.59443456356527,49.935791759778716,403.346919333569,95.13755987593882,42420,20000,None,0.0,Off-Peak,2450,980.0,0.0
2024-12-31 04:00:00,ORD-104382,Galaxy A Smartphone,Middle East,Noida Plant (India) - Primary,Line 1 (High Speed),5125,5125,150,150,On-Time,0,74.5611728563478,51.12536378340803,422.8360645972158,90.01594570452858,37295,20000,None,0.0,Off-Peak,2562,1024.8,0.0
2024-12-31 06:00:00,ORD-104383,Galaxy S Smartphone,Korea,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),5103,5103,150,150,On-Time,0,78.51657365859131,50.678325928439556,445.955449670525,90.3552779647545,118681,20000,None,0.0,Off-Peak,2551,1020.4000000000001,0.0
2024-12-31 08:00:00,ORD-104384,Galaxy A Smartphone,Africa,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),4537,4537,150,150,On-Time,0,76.52158338373174,54.090323755442014,488.79502154808415,88.64811866741009,32758,20000,None,0.0,Off-Peak,2268,907.2,0.0
2024-12-31 10:00:00,ORD-104385,EcoBubble Washing Machine,India,Queretaro (Mexico) - Partner,Line 2 (Standard),1052,1052,80,80,On-Time,0,74.561610557997,49.9468446173652,311.5503928982677,97.7675880467756,61487,20000,None,0.0,Off-Peak,2630,1052.0,0.0
2024-12-31 12:00:00,ORD-104386,Galaxy A Smartphone,Europe,Gumi (Korea) - Primary,Line 2 (Standard),4900,4900,150,150,On-Time,0,75.53620230801462,50.10271226111814,367.0109704517804,93.71732601617768,27858,20000,None,0.0,Off-Peak,2450,980.0,0.0
2024-12-31 14:00:00,ORD-104387,Galaxy A Smartphone,USA,Noida Plant (India) - Primary,Line 3 (Heavy Duty),4984,4984,150,150,On-Time,0,74.20449360467464,48.70607295720865,445.22312958407747,97.81828412812827,22874,20000,None,0.0,Peak,2492,996.8000000000001,373.8
2024-12-31 16:00:00,ORD-104388,Galaxy S Smartphone,Australia/NZ,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),4891,4891,150,135,Delayed,0,75.34431339040749,50.63570822059076,320.7056781011237,92.32478234578474,113790,20000,None,0.0,Peak,2445,978.0,366.75
2024-12-31 18:00:00,ORD-104389,Bespoke Refrigerator,Africa,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),598,598,80,80,On-Time,0,74.87865864917914,50.57407779244173,464.6570327460744,91.97146860502212,113734,20000,None,0.0,Peak,1495,598.0,224.25
2024-12-31 20:00:00,ORD-104390,Bespoke Refrigerator,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),778,778,80,80,On-Time,0,76.03640032384538,49.09003044399109,485.7990710489486,95.30084932384595,112956,20000,None,0.0,Peak,1945,778.0,291.75
2024-12-31 22:00:00,ORD-104391,Galaxy S Smartphone,Malaysia (SEA),Noida Plant (India) - Primary,Line 3 (Heavy Duty),4873,4873,150,150,On-Time,0,74.95357679520396,50.22407741085866,472.86541637833045,91.53769322578358,108917,20000,None,0.0,Off-Peak,2436,974.4000000000001,0.0
2025-01-01 00:00:00,ORD-104392,Neo QLED TV,Middle East,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),873,873,80,80,On-Time,0,77.49275202200873,49.15418065475285,375.43653969826244,96.57447781700887,38746,20000,None,0.0,Off-Peak,436,174.4,0.0
2025-01-01 02:00:00,ORD-104393,Galaxy Tab,USA,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),720,720,80,80,On-Time,0,76.80882882098467,48.72716867929131,382.42624737571816,97.6907086855386,51411,20000,None,0.0,Off-Peak,360,144.0,0.0
2025-01-01 04:00:00,ORD-104394,Neo QLED TV,Europe,Noida Plant (India) - Primary,Line 3 (Heavy Duty),842,842,80,80,On-Time,0,75.98364509953286,53.2450887845538,454.2265416490762,94.96857199458177,37904,20000,None,0.0,Off-Peak,421,168.4,0.0
2025-01-01 06:00:00,ORD-104395,EcoBubble Washing Machine,Africa,Noida Plant (India) - Primary,Line 1 (High Speed),1248,1248,80,80,On-Time,0,74.01829381254151,52.78044704542516,434.00657948329984,96.03417974907255,60239,20000,None,0.0,Off-Peak,3120,1248.0,0.0
2025-01-01 08:00:00,ORD-104396,Galaxy S Smartphone,Korea,Noida Plant (India) - Primary,Line 3 (Heavy Duty),5135,5135,150,150,On-Time,0,75.72375530254364,49.71570758836227,350.2253767583669,90.13229148596453,103782,20000,None,0.0,Off-Peak,2567,1026.8,0.0
2025-01-01 10:00:00,ORD-104397,Galaxy S Smartphone,Australia/NZ,Gumi (Korea) - Primary,Line 2 (Standard),4572,4572,150,150,On-Time,0,73.00571659198813,53.42835580808773,350.98550461284213,94.37681802313338,99210,20000,None,0.0,Off-Peak,2286,914.4000000000001,0.0
2025-01-01 12:00:00,ORD-104398,EcoBubble Washing Machine,USA,Thai Nguyen (Vietnam) - Primary,Line 1 (High Speed),936,936,80,80,On-Time,0,76.28863369380511,48.308900017761204,341.04171236522456,97.01828996816292,59303,20000,None,0.0,Off-Peak,2340,936.0,0.0
2025-01-01 14:00:00,ORD-104399,Galaxy Tab,Japan,Noida Plant (India) - Primary,Line 1 (High Speed),956,956,80,80,On-Time,0,77.52334944874919,44.00660066633038,433.58063329237405,97.32917507623979,50455,20000,None,0.0,Peak,478,191.20000000000002,71.7
2025-01-01 16:00:00,ORD-104400,Galaxy S Smartphone,Australia/NZ,Queretaro (Mexico) - Partner,Line 1 (High Speed),5034,5034,150,150,On-Time,0,74.4838854211071,49.84039096973783,398.4121992415136,95.81163138678212,94176,20000,None,0.0,Peak,2517,1006.8000000000001,377.55
2025-01-01 18:00:00,ORD-104401,EcoBubble Washing Machine,Africa,Thai Nguyen (Vietnam) - Primary,Line 3 (Heavy Duty),752,752,80,64,Delayed,0,73.88365829015007,50.11292198087655,340.12047661842087,96.75957887962701,58551,20000,None,0.0,Peak,1880,752.0,282.0
2025-01-01 20:00:00,ORD-104402,Galaxy A Smartphone,Japan,Queretaro (Mexico) - Partner,Line 2 (Standard),5357,5357,150,150,On-Time,0,73.08075055366987,51.463726611338316,357.50374539816386,91.04715873735945,17517,20000,Auto-Ordered via API,5.41,Peak,2678,1071.2,401.7
2025-01-01 22:00:00,ORD-104403,Galaxy S Smartphone,Middle East,Gumi (Korea) - Primary,Line 1 (High Speed),5037,5037,150,150,On-Time,0,75.27844612745156,58.54976981347633,493.0275865931833,92.65245858652119,89139,20000,None,0.0,Off-Peak,2518,1007.2,0.0
2025-01-02 00:00:00,ORD-104404,Galaxy S Smartphone,Japan,Thai Nguyen (Vietnam) - Primary,Line 2 (Standard),5079,5079,150,150,On-Time,0,74.9359680273217,49.815665782051184,429.6496725508438,93.70528630576659,84060,20000,None,0.0,Off-Peak,2539,1015.6,0.0
2025-01-02 02:00:00,ORD-104405,Galaxy S Smartphone,Korea,Noida Plant (India) - Primary,Line 2 (Standard),5115,5115,150,150,On-Time,0,76.56644623945456,47.78090729480873,420.10745499914384,94.08159039040382,78945,20000,None,0.0,Off-Peak,2557,1022.8000000000001,0.0
